,name,price,img
85,"Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage)","49,999",https://m.media-amazon.com/images/I/81vDZyJQ-4L._AC_UY218_.jpg
86,"Samsung Galaxy M12 (White,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","11,499",https://m.media-amazon.com/images/I/71Y8rH2cJiL._AC_UY218_.jpg
87,"Samsung Galaxy Tab A7 26.31 cm (10.4 inch), Slim Metal Body, Quad Speakers with Dolby Atmos, RAM 3 GB, ROM 32 GB Expandable, Wi-Fi+4G, Grey","21,833",https://m.media-amazon.com/images/I/71iufehf0XL._AC_UY218_.jpg
88,SAMSUNG TA13 Charger,909,https://m.media-amazon.com/images/I/41MJ6LSs4yL._AC_UY218_.jpg
89,"(Renewed) Samsung Galaxy F12 (Celestial Black, 64 GB) (4 GB RAM)","11,490",https://m.media-amazon.com/images/I/21kPkCYg1yL._AC_UY218_.jpg
90,"Samsung Galaxy A52s 5G (Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","37,499",https://m.media-amazon.com/images/I/91zjIiEiPQL._AC_UY218_.jpg
91,Samsung TA13 Charger (White),907,https://m.media-amazon.com/images/I/41MJ6LSs4yL._AC_UY218_.jpg
92,Samsung The Frame 2021 TV (55 inch) Bezel - Teak Color (VG-SCFA55TKBXL),"6,749",https://m.media-amazon.com/images/I/51rKbCw29IS._AC_UY218_.jpg
93,"Samsung Galaxy F62 (Laser Green, 6GB RAM, 128GB Storage)","23,975",https://m.media-amazon.com/images/I/61+8JJ2xxwL._AC_UY218_.jpg
94,"Samsung Galaxy M32 5G (Sky Blue, 6GB RAM, 128GB Storage)","20,999",https://m.media-amazon.com/images/I/71os5DRhuSL._AC_UY218_.jpg
